1,0.0,2.0,0.0,2.0,1
2,0.0,2.0,42.0,43.52,1
3,0.0,2.0,43.52,44.0,1
4,0.0,2.0,84.0,84.48000000000003,1
5,0.0,2.0,84.48000000000003,86.0,1
6,42.0,43.52,0.0,2.0,1
7,42.0,43.52,42.0,43.52,1
8,42.0,43.52,43.52,44.0,1
9,42.0,43.52,84.0,84.48000000000003,1
10,42.0,43.52,84.48000000000003,86.0,1
11,43.52,44.0,0.0,2.0,1
12,43.52,44.0,42.0,43.52,1
13,43.52,44.0,43.52,44.0,1
14,43.52,44.0,84.0,84.48000000000003,1
15,43.52,44.0,84.48000000000003,86.0,1
16,84.0,84.48000000000003,0.0,2.0,1
17,84.0,84.48000000000003,42.0,43.52,1
18,84.0,84.48000000000003,43.52,44.0,1
19,84.0,84.48000000000003,84.0,84.48000000000003,1
20,84.0,84.48000000000003,84.48000000000003,86.0,1
21,84.48000000000003,86.0,0.0,2.0,1
22,84.48000000000003,86.0,42.0,43.52,1
23,84.48000000000003,86.0,43.52,44.0,1
24,84.48000000000003,86.0,84.0,84.48000000000003,1
25,84.48000000000003,86.0,84.48000000000003,86.0,1
26,0.0,2.0,42.0,44.0,2
27,0.0,2.0,84.0,85.52000000000004,2
28,0.0,2.0,85.52000000000004,86.0,2
29,0.0,2.0,126.0,126.48000000000008,2
30,0.0,2.0,126.48000000000008,128.0,2
31,42.0,43.52,42.0,44.0,2
32,42.0,43.52,84.0,85.52000000000004,2
33,42.0,43.52,85.52000000000004,86.0,2
34,42.0,43.52,126.0,126.48000000000008,2
35,42.0,43.52,126.48000000000008,128.0,2
36,43.52,44.0,42.0,44.0,2
37,43.52,44.0,84.0,85.52000000000004,2
38,43.52,44.0,85.52000000000004,86.0,2
39,43.52,44.0,126.0,126.48000000000008,2
40,43.52,44.0,126.48000000000008,128.0,2
41,84.0,84.48000000000003,42.0,44.0,2
42,84.0,84.48000000000003,84.0,85.52000000000004,2
43,84.0,84.48000000000003,85.52000000000004,86.0,2
44,84.0,84.48000000000003,126.0,126.48000000000008,2
45,84.0,84.48000000000003,126.48000000000008,128.0,2
46,84.48000000000003,86.0,42.0,44.0,2
47,84.48000000000003,86.0,84.0,85.52000000000004,2
48,84.48000000000003,86.0,85.52000000000004,86.0,2
49,84.48000000000003,86.0,126.0,126.48000000000008,2
50,84.48000000000003,86.0,126.48000000000008,128.0,2
51,0.0,2.0,84.0,86.0,3
